"user_id","most_search_june","category_june","most_search_july","category_july","Trending_Type","Previous"
"49947580",hội pháp sư,Phim phép thuật,hội pháp sư,Phim phép thuật,Unchanged,Unchanged
"49639819",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49508046",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49966777",vẻ đẹp đích thực,Phim tình cảm,vẻ đẹp đích thực,Phim tình cảm,Unchanged,Unchanged
"49248070",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49606050",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49796073",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"49783761",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"49111871",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49758175",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"49807037",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49250717",mộng hoa lục,Phim,nhất kiến khuynh tâm,Phim cổ trang,Changed,Phim
"49817434",sao băng,Phim tình cảm,mộng hoa lục,Phim,Changed,Phim tình cảm
"49999199",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49125708",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"49527742",bắt ma phá án,Phim trinh thám,bắt ma phá án,Phim trinh thám,Unchanged,Unchanged
"49638803",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49128170",hội pháp sư,Phim phép thuật,hội pháp sư,Phim phép thuật,Unchanged,Unchanged
"49999736",cảnh đẹp ngày vui biết bao giờ,Video về du lịch và cảnh đẹp,nhất kiến khuynh tâm,Phim cổ trang,Changed,Video về du lịch và cảnh đẹp
"4985827",hội pháp sư,Phim phép thuật,fairy tail,Phim hoạt hình (anime),Changed,Phim phép thuật
"49906360",vẻ đẹp đích thực,Phim tình cảm,vẻ đẹp đích thực,Phim tình cảm,Unchanged,Unchanged
"49255812",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"4991469",mộng hoa lục,Phim,mộng hoa lục,Phim,Unchanged,Unchanged
"49592363",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49640947",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49869534",cuộc chiến thượng lưu,Phim hài,cuộc chiến thượng lưu,Phim hài,Unchanged,Unchanged
"49594028",vô tình nhặt được tổng tài,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"49257162",fairy tail,Phim hoạt hình (anime),hội pháp sư,Phim phép thuật,Changed,Phim hoạt hình (anime)
"49937093",fairy tail,Phim hoạt hình (anime),chàng hậu,Phim tình cảm hài hước,Changed,Phim hoạt hình (anime)
"49144796",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"49993762",running man,Chương trình truyền hình thực tế,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Unchanged,Unchanged
"5005975",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"49729576",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49623521",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49876126",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Changed,Chương trình truyền hình thực tế
"5078355",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"5091213",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"49988711",yêu tinh,Phim kinh dị,yêu tinh,Phim kinh dị,Unchanged,Unchanged
"49184835",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49259488",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49788484",thiên nga bóng đêm,Phim,vẻ đẹp đích thực,Phim tình cảm,Changed,Phim
"49904609",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"5715527",thiên nga bóng đêm,Phim,vẻ đẹp đích thực,Phim tình cảm,Changed,Phim
"49246696",bắt ma phá án,Phim trinh thám,thiên nga bóng đêm,Phim,Changed,Phim trinh thám
"49626962",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"5836413",sao băng,Phim tình cảm,running man,Chương trình truyền hình thực tế,Changed,Phim tình cảm
"49280662",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"7111383",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"5151505",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"7197546",cảnh đẹp ngày vui biết bao giờ,Video về du lịch và cảnh đẹp,yêu nhầm chị dâu,Phim tình cảm hài hước,Changed,Video về du lịch và cảnh đẹp
"49825377",vô tình nhặt được tổng tài,Phim tình cảm,fairy tail,Phim hoạt hình (anime),Changed,Phim tình cảm
"5836546",lấy danh nghĩa người nhà,Phim,bắt ma phá án,Phim trinh thám,Changed,Phim
"49833781",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"49262645",thiên nga bóng đêm,Phim,why her?,Phim tâm lý,Changed,Phim
"7388844",vô tình nhặt được tổng tài,Phim tình cảm,vô tình nhặt được tổng tài,Phim tình cảm,Unchanged,Unchanged
"49634571",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,nhất kiến khuynh tâm,Phim cổ trang,Changed,Chương trình truyền hình thực tế
"7653627",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49293100",nữ thanh tra tài ba,Phim,running man,Chương trình truyền hình thực tế,Changed,Phim
"5231295",mộng hoa lục,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"7379571",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49883119",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"628815",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49345628",Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Unchanged,Unchanged
"49300485",yêu nhầm chị dâu,Phim tình cảm hài hước,thiên nga bóng đêm,Phim,Changed,Phim tình cảm hài hước
"49712824",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"7814792",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"7798601",Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Unchanged,Unchanged
"49759856",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"49348467",fairy tail,Phim hoạt hình (anime),hội pháp sư,Phim phép thuật,Changed,Phim hoạt hình (anime)
"7898961",why her?,Phim tâm lý,running man,Chương trình truyền hình thực tế,Changed,Phim tâm lý
"49305812",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"49971207",vẻ đẹp đích thực,Phim tình cảm,lấy danh nghĩa người nhà,Phim,Changed,Phim tình cảm
"7520435",hội pháp sư,Phim phép thuật,hội pháp sư,Phim phép thuật,Unchanged,Unchanged
"7983875",why her?,Phim tâm lý,nhất kiến khuynh tâm,Phim cổ trang,Changed,Phim tâm lý
"8109980",nữ thanh tra tài ba,Phim,vẻ đẹp đích thực,Phim tình cảm,Changed,Phim
"49769081",yêu nhầm chị dâu,Phim tình cảm hài hước,yêu nhầm chị dâu,Phim tình cảm hài hước,Unchanged,Unchanged
"8079837",mộng hoa lục,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"8007951",lấy danh nghĩa người nhà,Phim,nữ thanh tra tài ba,Phim,Unchanged,Unchanged
"49986553",fairy tail,Phim hoạt hình (anime),vẻ đẹp đích thực,Phim tình cảm,Changed,Phim hoạt hình (anime)
"49361889",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"786973",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49332515",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"8050005",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8113094",yêu nhầm chị dâu,Phim tình cảm hài hước,yêu nhầm chị dâu,Phim tình cảm hài hước,Unchanged,Unchanged
"49381512",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"8132468",running man,Chương trình truyền hình thực tế,con tim sắt đá,Phim tình cảm,Changed,Chương trình truyền hình thực tế
"49781748",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"49416478",thiên nga bóng đêm,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"5109437",mộng hoa lục,Phim,running man,Chương trình truyền hình thực tế,Changed,Phim
"8237686",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"812906",nữ thanh tra tài ba,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"49814761",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"8089005",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"8172579",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"5588603",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"4946262",vô tình nhặt được tổng tài,Phim tình cảm,fairy tail,Phim hoạt hình (anime),Changed,Phim tình cảm
"49517245",vẻ đẹp đích thực,Phim tình cảm,hội pháp sư,Phim phép thuật,Changed,Phim tình cảm
"8258781",lấy danh nghĩa người nhà,Phim,vô tình nhặt được tổng tài,Phim tình cảm,Changed,Phim
"8239477",nữ thanh tra tài ba,Phim,mộng hoa lục,Phim,Unchanged,Unchanged
"49936086",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"8261090",sao băng,Phim tình cảm,vô tình nhặt được tổng tài,Phim tình cảm,Unchanged,Unchanged
"7383017",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49479234",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8169937",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"8370484",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49538972",yêu nhầm chị dâu,Phim tình cảm hài hước,vô tình nhặt được tổng tài,Phim tình cảm,Changed,Phim tình cảm hài hước
"5394865",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8501611",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"7423661",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8397095",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"4953012",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"8343073",yêu nhầm chị dâu,Phim tình cảm hài hước,nhất kiến khuynh tâm,Phim cổ trang,Changed,Phim tình cảm hài hước
"49546762",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"8302247",mộng hoa lục,Phim,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Changed,Phim
"5518063",sao băng,Phim tình cảm,thiên nga bóng đêm,Phim,Changed,Phim tình cảm
"49606793",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"49563924",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"8378632",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8625249",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8483325",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"7700984",nữ thanh tra tài ba,Phim,vẻ đẹp đích thực,Phim tình cảm,Changed,Phim
"8358644",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8906686",cuộc chiến thượng lưu,Phim hài,chàng hậu,Phim tình cảm hài hước,Changed,Phim hài
"49584262",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"5543794",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,vô tình nhặt được tổng tài,Phim tình cảm,Changed,Phim
"8907385",running man,Chương trình truyền hình thực tế,running man,Chương trình truyền hình thực tế,Unchanged,Unchanged
"49619072",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"90256420",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,bắt ma phá án,Phim trinh thám,Changed,Chương trình truyền hình thực tế
"90204440",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8487590",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"49643086",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8371364",vô tình nhặt được tổng tài,Phim tình cảm,vô tình nhặt được tổng tài,Phim tình cảm,Unchanged,Unchanged
"49588437",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"8978106",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"5705208",yêu tinh,Phim kinh dị,yêu tinh,Phim kinh dị,Unchanged,Unchanged
"90536858",thiên nga bóng đêm,Phim,why her?,Phim tâm lý,Changed,Phim
"49642661",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"49658421",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8507879",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"8494296",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"7264512",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"90180681",vẻ đẹp đích thực,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"90302291",yêu nhầm chị dâu,Phim tình cảm hài hước,vô tình nhặt được tổng tài,Phim tình cảm,Changed,Phim tình cảm hài hước
"90699307",vô tình nhặt được tổng tài,Phim tình cảm,vẻ đẹp đích thực,Phim tình cảm,Unchanged,Unchanged
